,id,average_cadence,average_heartrate,average_speed,description,distance,elapsed_time,kudos_count,max_heartrate,name,start_date
260,9840395186,80.2,157.7,3.53,,12341.9,3542,7,184.0,10x (1:30-1:30) AS5,2023-09-13 10:18:23+00:00
261,9846958378,78.9,137.3,3.148,,12022.3,4558,7,153.0,EF,2023-09-14 10:07:04+00:00
262,9860681809,79.7,149.8,3.188,,12068.3,3944,4,175.0,8 côtes courtes,2023-09-16 12:41:00+00:00
263,9865654944,81.0,160.0,3.796,,16135.1,4469,7,177.0,2x (4000 AS42-AS21 + 1k @4’45),2023-09-17 08:31:42+00:00
264,9875128558,79.1,150.5,3.485,,12134.4,3552,7,173.0,Footing 150bpm,2023-09-18 17:08:42+00:00
265,9887225462,79.4,149.9,3.41,,9647.4,2857,5,165.0,Course à pied dans l'après-midi,2023-09-20 15:40:11+00:00
266,9899974780,79.3,146.6,3.486,,8832.3,2659,8,161.0,Course à pied en soirée,2023-09-22 16:59:50+00:00
267,9905025588,79.4,143.2,3.133,,17524.8,5903,6,177.0,10x côte courte,2023-09-23 12:30:36+00:00
268,9910492001,81.9,167.3,3.932,,21128.4,5726,9,183.0,3x5000 Progressif AS42 -> AS21 / 2k repos,2023-09-24 09:28:28+00:00
269,9912863848,79.6,143.5,2.969,,4011.2,1378,3,157.0,Récup après la sortie de ce matin,2023-09-24 15:44:49+00:00
270,9918752805,79.5,151.1,3.297,,11070.0,3579,5,163.0,Course à pied en soirée,2023-09-25 16:12:16+00:00
271,9924778122,83.7,153.4,3.908,,1191.8,305,6,167.0,Merci la RATP pour cette courte session de VMA improvisée,2023-09-26 15:58:31+00:00
272,9929941295,79.9,158.5,3.406,,12115.1,4123,2,186.0,5x 1000 AS10 (@3’40) avec 500m récup,2023-09-27 10:28:43+00:00
273,9935243435,80.0,139.1,3.261,,12487.6,4252,4,154.0,EF,2023-09-28 06:03:52+00:00
274,9938546035,79.6,136.9,3.081,,7387.4,2409,5,158.0,Course à pied en soirée,2023-09-28 17:06:56+00:00
275,9942084865,80.1,151.6,3.681,,8440.1,2305,3,167.0,Travail Z2 @4’30,2023-09-29 09:40:22+00:00
276,9950470795,79.0,141.0,3.108,,12458.5,4557,8,176.0,12 x 15'' en côte - récup en descente,2023-09-30 15:02:11+00:00
277,9954384894,81.1,161.6,3.68,,23211.9,6542,6,186.0,8x 1000-1000 Steady (<4’45) / AS21 -> Seuil (@3’55 -> @3’50),2023-10-01 08:09:13+00:00
278,9968004348,79.0,142.9,3.253,,12733.4,4052,7,184.0,EF,2023-10-03 11:02:48+00:00
279,9973260632,79.9,144.5,3.312,,10414.8,3156,7,160.0,EF,2023-10-04 06:03:34+00:00
280,9974064997,80.3,151.0,3.597,,12930.9,3612,10,182.0,5x (4' AS10 @3'40 - r1'30),2023-10-04 09:31:08+00:00
281,9979755005,79.2,142.6,3.317,,10299.5,3218,4,158.0,EF,2023-10-05 05:53:39+00:00
282,9982688424,78.9,150.5,3.559,,10126.2,3146,8,179.0,Accélération progressive,2023-10-05 16:08:51+00:00
283,9992473249,78.4,133.9,3.076,,11738.4,4103,5,156.0,EF tranquille,2023-10-07 09:23:16+00:00
284,9997932200,80.8,152.2,3.622,,21699.7,6653,5,180.0,Séance test 5x2000 Seuil -> AS10 r2’,2023-10-08 06:11:02+00:00
285,10014356662,78.3,148.0,3.408,,7339.9,2249,7,176.0,Course à pied en soirée à Lenglen,2023-10-10 17:41:55+00:00
286,10017116661,80.1,149.3,3.431,,9085.5,2663,5,173.0,2x6 30’-30’,2023-10-11 06:00:40+00:00
287,10020028468,79.5,137.7,3.332,,3681.8,1128,7,154.0,Course à pied en soirée,2023-10-11 16:11:09+00:00
288,10026378123,79.6,142.4,3.385,,8412.7,2533,7,172.0,Course à pied en soirée,2023-10-12 16:17:41+00:00
289,10037175295,78.8,146.1,3.378,,7392.1,2214,0,169.0,Activation: 8x 100m accélération,2023-10-14 13:19:41+00:00
